smiles,name,moa,clinical_phase,our_rf_p_pathogen,our_rf_p_gut,our_rf_S,our_rf_rank,our_dmpnn_p_pathogen,our_dmpnn_p_gut,our_dmpnn_S,our_dmpnn_rank,our_chemeleon_frozen_p_pathogen,our_chemeleon_frozen_p_gut,our_chemeleon_frozen_S,our_chemeleon_frozen_rank,our_molformer_p_pathogen,our_molformer_p_gut,our_molformer_S,our_molformer_rank,stokes_dmpnn_score,stokes_dmpnn_rank,stokes_inhibition,stokes_validated_active,stokes_rf_score,stokes_rf_rank,name_lower
CCCn1c(=O)c(CCCOC(=O)NC)nc2ccccc21,bamaquimast,proton pump inhibitor,Preclinical,0.1127432580019464,0.1760158143626049,0.0928986616308405,5833,0.000814,0.00525,0.00081,4311,0.043584,0.049269,0.041436,4523,3.95419e-05,0.0008182961,3.950954301744341e-05,6485,,,,,,,bamaquimast
COc1cccc(CN2C[Si](C)(C)O[Si](C)(C)C2)c1,compound-58112,,Preclinical,0.1079594732938049,0.1400229239201167,0.0928426721783305,5834,0.0,0.008552,0.0,6671,0.000214,0.095293,0.000194,6677,0.00036735658,0.0006662336,0.0003671118347032,5606,0.0112804353382671,2358.0,,False,0.008,3610.0,compound-58112
N[C@@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn([C@@H]4C[C@@H]4F)c3c2Cl)CC12CC2,sitafloxacin,bacterial DNA gyrase inhibitor,Launched,0.9955949194733962,0.9068513032932338,0.0927383691968246,5835,0.999948,0.993112,0.006888,2816,0.944786,0.91355,0.081677,3299,0.9899137,0.9976617,0.00231471520471,4358,0.908551912009716,14.0,0.0407,True,,,sitafloxacin
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OCc1cccnc1,F-16915,,Preclinical,0.1118663453590741,0.1713764021940989,0.0926950935648334,5836,0.0,0.020285,0.0,6684,0.013334,0.000207,0.013331,5830,1.5623644e-05,0.0014813528,1.5600499871214398e-05,6616,,,,,,,f-16915
CC(C)=CCC[C@](C)(O)[C@@H]1CC=C(C)CC1,levomenol,,Launched,0.1035110564044331,0.1052802383202603,0.0926133877173925,5837,2.2e-05,0.00816,2.1e-05,6116,0.011731,0.005275,0.011669,5902,3.8660106e-05,0.0005081316,3.8640461578482056e-05,6490,,,,,,,levomenol
O=C(Nc1cc(-c2ccccc2)nn1-c1ccccc1)c1ccc([N+](=O)[O-])cc1,VU29,glutamate receptor potentiator,Preclinical,0.1579277817857992,0.4140853769992147,0.0925321967263768,5838,0.29096,0.048566,0.276829,804,0.237743,0.37173,0.149367,2078,0.042355526,0.053083483,0.0401071471556229,2060,0.0155677654043898,1937.0,,False,,,vu29
COc1cc(/C=C/c2ccc(OC)cc2OC)cc(OC)c1,TMS,,Preclinical,0.1008188884739383,0.0823108058401706,0.0925204045197382,5839,7.4e-05,0.021904,7.2e-05,5670,0.006464,0.009081,0.006406,6191,0.05317662,0.06952627,0.0494794479601926,1901,0.0012314398762242,4318.0,,False,,,tms
CC(C)(O)CC(=O)O,beta-hydroxy-beta-methylbutyrate,protein synthesis stimulant,Launched,0.0986609023189267,0.0625005144914211,0.092494545163806,5840,5.6e-05,0.005221,5.6e-05,5769,0.012111,4e-05,0.01211,5883,0.56014025,0.000362123,0.5599374103322492,414,0.00242414266290951,3949.0,,False,,,beta-hydroxy-beta-methylbutyrate
CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(\C)CCC=C(C)C,lycopene,free radical scavenger,Launched,0.1167595694201801,0.2082826204912463,0.0924405803339154,5841,0.000191,0.459727,0.000103,5496,0.012351,0.000286,0.012348,5872,0.00032708465,0.0013931055,0.0003266289865751,5689,0.00965072447017057,2541.0,,False,,,lycopene
c1cc(Cc2cnc[nH]2)ccn1,immethridine,histamine receptor agonist,Phase 1,0.1023598596523046,0.0981152928216686,0.0923167920493338,5842,0.000103,0.016324,0.000102,5498,0.005764,0.096652,0.005207,6273,5.211015e-05,0.0010840364,5.2053660700590536e-05,6419,0.00192260325162276,4108.0,,False,,,immethridine
C=C[C@](C)(O)CCC=C(C)C,linalool,anticonvulsant,Phase 1,0.104613358997505,0.1175964609297358,0.0923111982134265,5843,7.5e-05,0.007435,7.4e-05,5657,0.016203,0.000398,0.016196,5670,0.0005525735,0.00041858334,0.0005523422019387,5367,,,,,,,linalool
c1cncc([C@H]2CCCN2)c1,nornicotine,acetylcholine receptor agonist,Preclinical,0.1154299110833093,0.2007470287074615,0.0922576994093685,5844,0.000107,0.007848,0.000107,5471,0.003405,0.006007,0.003385,6406,0.030589728,0.00093622034,0.0305610892744513,2271,0.0148668501842621,1989.0,,False,,,nornicotine
CCNC(=O)c1[nH]nc(-c2cc(Cl)c(O)cc2O)c1-c1ccc(OC)cc1,VER-49009,HSP inhibitor,Preclinical,0.1438507163660851,0.3588683901883078,0.0922272413563532,5845,7.4e-05,0.37609,4.6e-05,5846,0.258676,0.297183,0.181802,1675,0.006751682,0.00578308,0.0067126364828594,3491,0.00692364556921347,2942.0,,False,,,ver-49009
COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,levomepromazine,dopamine receptor antagonist,Launched,0.1293057619917454,0.2875101264128235,0.0921290460155922,5846,5.9e-05,0.165121,4.9e-05,5824,0.108506,0.073306,0.100552,2893,2.5493839e-05,0.037553582,2.45364540266187e-05,6565,0.00711034818705229,2906.0,,False,,,levomepromazine
Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,sulfamethazine,PABA antagonist,Launched,0.0975895250831678,0.0564064013497433,0.0920848511637958,5847,0.612231,0.006789,0.608075,443,0.074595,0.011792,0.073715,3507,0.0062658275,0.0009459142,0.0062599005647929,3560,,,,,,,sulfamethazine
O=C(OC(C(F)(F)F)C(F)(F)F)N1CCN(Cc2ccc(C(F)(F)F)cc2N2CCCC2)CC1,ABX-1431,monoacylglycerol lipase inhibitor,Phase 2,0.1154753070435945,0.2029404530598703,0.0920406959149398,5848,7.4e-05,0.907596,7e-06,6345,0.017183,0.268523,0.012569,5858,0.00035925684,0.06971211,0.0003342122876516,5673,,,,,,,abx-1431
O=[N+]([O-])c1ccc([As](=O)(O)O)cc1,nitarsone,,Launched,0.1668909408070736,0.4486566094279051,0.0920142171603387,5849,0.688587,0.003633,0.686085,367,0.212234,0.219249,0.165702,1864,0.69337815,0.03266059,0.6707320105278916,298,,,,,,,nitarsone
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1OC(F)F,riodipine,calcium channel blocker,Phase 2,0.1131210046332971,0.1865892325133076,0.0920138431976359,5850,5.1e-05,0.003562,5.1e-05,5808,0.017166,0.023724,0.016759,5644,0.0006224829,0.07702331,0.0005745372066236,5345,0.00405315097727907,3500.0,,False,,,riodipine
Fc1ccc(Cn2c(NC3CCNCC3)nc3ccccc32)cc1,tecastemizole,histamine receptor antagonist,Phase 3,0.1806820340065612,0.4910958340866512,0.0919498398116363,5851,0.09938,0.416504,0.057988,1554,0.313796,0.158911,0.26393,983,0.00045392092,0.04721484,0.0004324891163895,5516,0.00994959678237137,2512.0,,False,,,tecastemizole
Cc1c(NC(=O)c2cccnc2)c(=O)n(-c2ccccc2)n1C,nifenazone,analgesic agent,Launched,0.1004344554974395,0.0846425279818482,0.0919334292876558,5852,0.0,0.015283,0.0,6702,0.052446,0.141267,0.045037,4378,0.0025473177,0.004267734,0.0025364464256429,4290,,,,,,,nifenazone
C[C@@H](C(=O)O)c1ccc2c(c1)Cc1ccccc1-2,cicloprofen,cyclooxygenase inhibitor,Preclinical,0.0993896278245672,0.0754502898875404,0.0918906515933888,5853,0.017257,0.011264,0.017063,2255,0.297716,0.024039,0.29056,863,0.11612922,0.0064585283,0.115379196146173,1341,0.00160421588302597,4218.0,,False,,,cicloprofen
CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,coumophos,cholinesterase inhibitor,Preclinical,0.1175651201239946,0.2189051706734844,0.0918295074380029,5854,0.00049,0.007259,0.000486,4639,0.009521,0.02819,0.009253,6031,9.305848e-05,0.02590635,9.0647674446652e-05,6260,,,,,,,coumophos
CCCCC[C@H]1C[C@H]1C[C@H]1C[C@H]1CCCCCCCC(=O)O,DCP-LA,protein kinase activator,Preclinical,0.1063217860397696,0.1364698488432619,0.0918120679701766,5855,0.955982,0.071768,0.887373,189,0.079374,0.074405,0.073468,3516,9.7825236e-05,0.002712087,9.755992544917246e-05,6236,,,,,,,dcp-la
COc1cc(O)c(C(=O)c2ccccc2)cc1S(=O)(=O)O,sulisobenzone,,Launched,0.1063639715815818,0.1369521143583787,0.0917972007819297,5856,0.005824,0.006481,0.005786,2928,0.036863,0.068069,0.034354,4834,0.00604582,0.0024041655,0.0060312848481367,3595,,,,,,,sulisobenzone
NC(CO)(CO)CO,trometamol,,Launched,0.0996831491647844,0.0791920814037454,0.0917890331015451,5857,0.0,0.002956,0.0,6726,0.026005,3e-05,0.026004,5201,0.10522626,0.00035753072,0.1051886383794993,1394,,,,,,,trometamol
CC[N+](CC)(CC)CCOc1ccc(/C=C/c2ccccc2)cc1,MG-624,acetylcholine receptor antagonist,Preclinical,0.1132467136147938,0.1895938778658422,0.0917758300250025,5858,1e-06,0.037556,1e-06,6576,0.09706,0.136174,0.083843,3252,4.3478834e-05,0.009263102,4.307608512581693e-05,6465,0.00335280232385475,3691.0,,False,,,mg-624
c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,plerixafor,CC chemokine receptor antagonist,Launched,0.106334005605916,0.137327553709372,0.0917314167399369,5859,0.00135,0.250872,0.001012,4140,0.065992,0.000132,0.065983,3719,0.006766401,0.19205761,0.0054668621956383,3678,0.0430991457978962,827.0,,False,,,plerixafor
CN1CCC[C@@H]1CCSc1ccc(O)cc1,SIB-1553A,acetylcholine receptor agonist,Phase 2,0.1208192563073216,0.2408829746274757,0.0917159544557346,5860,0.000528,0.019165,0.000518,4594,0.340073,0.045231,0.324691,700,4.8171496e-05,0.0018697131,4.80814291228822e-05,6437,0.00213061084887587,4045.0,,False,,,sib-1553a
O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,sarafloxacin,bacterial DNA gyrase inhibitor,Launched,0.9823331027267492,0.9067087944192882,0.0916430394352196,5861,0.999725,0.911083,0.088893,1339,0.949235,0.798305,0.191456,1571,0.9903516,0.9528967,0.0466488285202799,1940,,,,,,,sarafloxacin
CC(C)(Oc1ccc(Cl)cc1)C(=O)OCCOC(=O)c1cccnc1,etofibrate,PPAR receptor agonist,Launched,0.1033693401514723,0.1141864886990476,0.0915659581604382,5862,0.027164,0.002924,0.027085,1983,0.029803,0.029055,0.028937,5072,0.07451069,0.002739309,0.0743065821962868,1629,0.0212618091974945,1539.0,,False,0.002,4177.0,etofibrate
CCn1cnc(C(=O)NC)c1C(=O)NC,ethimizol,,Phase 1,0.0958358304049052,0.0448582665130873,0.0915368011830989,5863,1.3e-05,0.007576,1.3e-05,6217,0.021065,0.010347,0.020847,5447,0.0035131506,0.00037359007,0.0035118381218214,4041,0.0123390313851217,2234.0,,False,0.018,2787.0,ethimizol
Clc1cccc(-c2nnnn2Cc2cccnc2)c1Cl,A-438079,purinergic receptor antagonist,Preclinical,0.120916500991406,0.2440841026758827,0.0914027053482112,5864,0.00022,0.063669,0.000206,5153,0.036988,0.168627,0.03075,4993,0.00017559684,0.011237761,0.0001736235246797,6014,0.0669832261977717,506.0,,False,0.014,3095.0,a-438079
C#CCN(C)[C@H](C)Cc1ccccc1,selegiline,monoamine oxidase inhibitor,Launched,0.0977791271821079,0.0660211382869616,0.0913236379048396,5865,0.000561,0.012857,0.000554,4545,0.018431,0.019237,0.018076,5579,0.08226459,0.00040598458,0.0822311918449799,1567,,,,,,,selegiline
Clc1cccc([C@H](c2ccc3nc[nH]c3c2)n2ccnc2)c1,liarozole,cytochrome P450 inhibitor,Phase 2/Phase 3,0.177089258020126,0.4844729783320661,0.0912942977564998,5866,0.007473,0.306001,0.005186,3000,0.146425,0.391206,0.089143,3124,0.0008078315,0.24037947,0.0006136453921806,5293,0.00324286779473252,3721.0,,False,,,liarozole
CCOC(=O)c1cc2ccc(O)cc2oc1=O,YZ9,phosphofructokinase inhibitor,Preclinical,0.1257470624675301,0.2743409220653783,0.0912494974031752,5867,0.029123,0.008308,0.028881,1950,0.025432,0.12501,0.022253,5386,0.0026036743,0.0015741716,0.0025995756698612,4269,0.00650663805089379,3014.0,,False,0.02,2646.0,yz9
O=C(O)CCC(=O)O,succinic-acid,,Launched,0.092986400784867,0.0193389512869991,0.0911881413097351,5868,0.080131,0.003072,0.079885,1388,0.010698,2e-06,0.010698,5957,0.0115083605,0.00056306616,0.0115018805316453,3047,0.00176106609765048,4163.0,,False,,,succinic-acid
CCc1cc(-c2n[nH]c(C)c2-c2ccc3c(c2)OCCO3)c(O)cc1O,CCT018159,HSP inhibitor,Preclinical,0.1357175650735606,0.3283807619785155,0.091150527640836,5869,3.3e-05,0.096081,3e-05,6016,0.138813,0.242779,0.105112,2809,0.00042236166,0.010810451,0.0004177957399702,5535,0.00522325038818962,3231.0,,False,,,cct018159
Cc1nnc2ccc(-c3cccc(C(F)(F)F)c3)nn12,CL-218872,benzodiazepine receptor agonist,Phase 1,0.1213314227094898,0.2488842982803226,0.0911339367090853,5870,6e-06,0.00675,6e-06,6395,0.032409,0.003839,0.032284,4925,0.00015110201,0.0021036651,0.000150784141975,6074,0.0295792886434355,1200.0,,False,,,cl-218872
COc1cc(/C=C2\CCC/C(=C\c3ccc(O)c(OC)c3)C2=O)ccc1O,cyclovalone,breast cancer resistance protein inhibitor,Launched,0.1144437041312491,0.2045452039459248,0.0910347933293957,5871,0.012838,0.011779,0.012687,2445,0.322994,0.110102,0.287432,875,0.015475353,0.021941643,0.015135798329175,2836,0.0014503862691539,4266.0,,False,,,cyclovalone
O=c1c2cnc3ccccc3c2[nH]n1-c1ccc(Cl)cc1,CGS-9896,GABA receptor antagonist,Preclinical,0.1227415129564394,0.25834269621297,0.0910321395620137,5872,0.006146,0.012483,0.006069,2900,0.258294,0.142256,0.22155,1264,0.0026633637,0.041099112,0.0025539018169969,4286,0.0130349893923266,2156.0,,False,,,cgs-9896
O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CCN(CCO)CC1,tiaramide,anti-inflammatory agent,Launched,0.1196227497427225,0.2391811049070918,0.0910112482872336,5873,0.006787,0.018887,0.006659,2846,0.027536,0.152162,0.023346,5321,0.00031681033,0.0126814535,0.0003127927145317,5707,0.060257089343213,573.0,,False,,,tiaramide
COc1ccccc1OC[C@@H](O)COC(N)=O,methocarbamol,muscle relaxant,Launched,0.0950424897586609,0.0424794087937436,0.0910051409834276,5874,0.000257,0.003927,0.000256,5046,0.004752,0.002086,0.004742,6307,0.0013042414,0.000655126,0.0013033869575485,4789,,,,,,,methocarbamol
O=S(=O)(O)CCCS(=O)(=O)O,eprodisate,amyloid protein inhibitor|antiamyloidogenic agent,Phase 3,0.0963916989752445,0.0558960607713914,0.0910037827114666,5875,0.545641,0.00112,0.54503,506,6.5e-05,0.003628,6.4e-05,6701,0.0014558551,0.00042094,0.0014552422723542,4711,0.00463068947170981,3354.0,,False,,,eprodisate
O=C(O)CCCCC(=O)O,adipic-acid,solute carrier family member inhibitor,Preclinical,0.0927698270632747,0.0196054341536159,0.0909510343273433,5876,0.000456,0.003075,0.000455,4684,0.009134,2.5e-05,0.009134,6043,0.011807433,0.0005232316,0.0118012549779395,3031,,,,,,,adipic-acid
CCn1c2ccccc2c2cc(CNCc3ccccc3OC)ccc21,HLCL-61,protein arginine N-methyltransferase inhibitor,Preclinical,0.1100790145699189,0.1737662307187656,0.090950999126868,5877,0.001131,0.268507,0.000828,4289,0.053188,0.130579,0.046243,4317,0.00043151755,0.12276628,0.0003785417456317,5588,0.0126114932390919,2202.0,,False,,,hlcl-61
C[C@@H]1O[C@@H](Oc2c(-c3cc(O)c(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@H](O)[C@H]1O,myricitrin,PKC inhibitor,Preclinical,0.1623504902502307,0.4398461332437547,0.0909412548834388,5878,0.000443,0.959876,1.8e-05,6157,0.075807,0.635629,0.027622,5136,0.0033388059,0.45762706,0.0018108779720723,4549,0.0110401887544639,2380.0,,False,,,myricitrin
C[N+](C)([O-])CCNc1ccc(NCC[N+](C)(C)[O-])c2c1C(=O)c1c(O)ccc(O)c1C2=O,banoxantrone,topoisomerase inhibitor,Phase 1/Phase 2,0.1709803917849328,0.4684976787534383,0.0908764751213383,5879,0.049343,0.934763,0.003219,3327,0.034381,0.115752,0.030402,5009,0.00210923,0.15652516,0.0017790824367732,4563,,,,,,,banoxantrone
CN1CCC[C@H]1c1cccnc1,nicotine,acetylcholine receptor agonist,Launched,0.0991859587058364,0.0841573912277174,0.0908387271747331,5880,0.002785,0.007794,0.002763,3435,0.001954,0.0117,0.001931,6521,0.007288308,0.00072949775,0.0072829911957126,3426,,,,,,,nicotine
C[C@@H]1O[C@H](O)[C@@H](F)[C@H](O)[C@@H]1O,2-fluorofucose,,Phase 1,0.1083330385323024,0.1623843001759626,0.0907414538842989,5881,0.000302,0.014947,0.000297,4957,0.022923,0.001419,0.022891,5346,0.00038235003,0.23560768,0.0002922654264837,5743,,,,,,,2-fluorofucose
CCc1cc2cc(OC)c(OC)cc2c(Cc2ccccc2)n1,moxaverine,phosphodiesterase inhibitor,Launched,0.1011492365993364,0.1031626963272011,0.0907144086203108,5882,0.00253,0.071567,0.002349,3561,0.03286,0.065188,0.030718,4995,0.0040492523,0.06306014,0.0037939058830666,3972,0.0223102148331236,1483.0,,False,0.036,1643.0,moxaverine
C[C@@H](N)Cc1ccc(O)cc1,hydroxyamphetamine,trace amine associated receptor agonist,Launched,0.118473447180801,0.2345814301884397,0.0906817765017742,5883,0.001285,0.029109,0.001247,3990,0.015828,0.005156,0.015747,5692,0.016624978,0.00056816067,0.0166155323413607,2768,0.00195346401945357,4100.0,,False,,,hydroxyamphetamine
NCCNC(=O)c1ccc(Cl)cn1,lazabemide,monoamine oxidase inhibitor,Phase 3,0.1041827543100648,0.1297823690599555,0.0906616696405133,5884,3.6e-05,0.009821,3.6e-05,5957,0.006597,0.018509,0.006475,6184,0.00013611406,0.00031665873,0.0001360709582946,6123,0.0444843108183704,792.0,,False,0.004,3985.0,lazabemide
O=C(O)c1ccccc1-c1c2cc(Br)c(=O)cc-2oc2[c]([Hg][OH])c(O)c(Br)cc12,merbromin,antiseptic,Launched,0.2561231727702385,0.6463504143932167,0.0905778539144894,5885,0.020822,0.954072,0.000956,4188,0.514482,0.842581,0.080989,3317,0.00023414676,0.94237536,1.34926227521664e-05,6635,0.0665087630637927,514.0,,False,,,merbromin
N#C/C(=C\c1cn(-c2ccccc2)c2ccccc12)C(=O)O,UK-5099,monocarboxylate transporter inhibitor,Preclinical,0.1451947057604517,0.3763526300143194,0.0905502963833504,5886,0.001344,0.022647,0.001314,3951,0.013421,0.079766,0.012351,5871,0.040705994,0.006111035,0.0404572382459562,2050,0.00117167768574972,4334.0,,False,,,uk-5099
O=C1CS[C@@H](c2ccccc2Cl)c2cc(Cl)ccc2N1,CGP-37157,mitochondrial Na+/Ca2+ exchanger antagonist|sodium/calcium exchange inhibitor,Preclinical,0.125413264597267,0.2785949718462871,0.0904737596776404,5887,0.000128,0.239855,9.7e-05,5522,0.050127,0.466673,0.026734,5174,0.000490554,0.574397,0.0002087812540619,5933,0.0205868510747677,1574.0,,False,,,cgp-37157
O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,risedronate,osteoclast inhibitor,Launched,0.0983125189496541,0.0799584366420139,0.0904516036321014,5888,0.001661,0.000282,0.00166,3800,0.006072,0.002998,0.006053,6215,0.29784372,0.0011573485,0.2974990110174235,761,0.0229103674337833,1448.0,,False,,,risedronate
CN1CCN(c2ccc(/C=C(\C#N)c3ccccc3Br)cc2)CC1,DG-172,PPAR receptor inverse agonist,Preclinical,0.1220042320804951,0.2588972019588098,0.0904176777677216,5889,3.2e-05,0.024877,3.1e-05,6009,0.025893,0.126986,0.022605,5371,1.5512665e-05,0.023799459,1.5143471965351763e-05,6623,0.00629477875956945,3052.0,,False,,,dg-172
CCOC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)c1ccccc1,SB-297006,CC chemokine receptor antagonist,Preclinical,0.1411525761842866,0.359689541668293,0.0903814707512617,5890,6.1e-05,0.013555,6e-05,5742,0.063584,0.291845,0.045027,4380,0.03963964,0.005837666,0.0394082370213197,2075,0.0279329952223122,1246.0,,False,,,sb-297006
CC(=O)Nc1ccc(C(=O)NC(C)(C)C)cc1,CPI-1189,tumor necrosis factor release inhibitor,Phase 2,0.109584433515339,0.1758262056674898,0.0903166183701156,5891,1.4e-05,0.007463,1.3e-05,6220,0.074693,0.000597,0.074648,3480,0.00050626707,0.0008174427,0.0005058532256793,5419,0.0025720905370616,3909.0,,False,,,cpi-1189
O=c1cc[nH]c(=O)[nH]1,uracil,,Launched,0.1070909084444999,0.1568897406442917,0.0902894435932807,5892,0.008899,0.022922,0.008695,2677,0.011738,0.059865,0.011036,5937,7.698766e-05,0.66972595,2.5427026268223e-05,6562,0.0220474544796161,1499.0,,False,,,uracil
CCCCCCCCCCCCCCC[C@@H](O)[C@@H](N)CO,safingol,PKC inhibitor,Phase 1,0.1049138572127358,0.1397551655287846,0.0902516037317066,5893,0.006164,0.172212,0.005102,3015,0.105067,0.013368,0.103663,2835,1.9685876e-05,0.0066429316,1.955510407224592e-05,6591,0.0895164623740129,370.0,,False,0.01,3432.0,safingol
COC(=O)C[C@H]1CC(c2ccc(O)cc2)=NO1,ISO-1,macrophage migration inhibiting factor inhibitor,Preclinical,0.1103147180085988,0.1821200497901755,0.0902241960722837,5894,3e-06,0.008404,3e-06,6490,0.007563,0.028241,0.00735,6133,4.6824283e-05,0.0017388843,4.674286098943254e-05,6446,0.00373625204523886,3587.0,,False,,,iso-1
O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12,rutaecarpine,cyclooxygenase inhibitor,Preclinical,0.102520369849998,0.1203361357088375,0.0901834647108085,5895,0.001238,0.016129,0.001218,4016,0.078621,0.03689,0.07572,3452,0.007390372,0.15818596,0.0062213189104228,3563,0.00511454520601546,3253.0,,False,,,rutaecarpine
O=C1NC(c2cccc([N+](=O)[O-])c2)=CCN1c1ccccc1O,icilin,TRPV agonist,Phase 1,0.1574429610223295,0.427341364286064,0.0901610712618096,5896,0.156315,0.030644,0.151524,1057,0.037285,0.477536,0.01948,5505,0.0019053174,0.15109468,0.0016174340771485,4650,0.0213218865716498,1535.0,,False,,,icilin
Clc1ccc2c(N3CCN(CCCN4CCN(c5ccnc6cc(Cl)ccc56)CC4)CC3)ccnc2c1,piperaquine-phosphate,antimalarial agent,Launched,0.1090186289390641,0.1733463084584054,0.0901206520592806,5897,0.00013,0.024874,0.000127,5391,0.120226,0.095363,0.108761,2737,0.8055867,0.0033535569,0.8028851191636667,179,0.0791401484893867,416.0,,False,,,piperaquine-phosphate
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OCC,doconexent-ethyl-ester,omega 3 fatty acid stimulant,Launched,0.103368647295766,0.1287353722833977,0.0900614460037143,5898,0.0,0.011784,0.0,6631,0.017585,1.6e-05,0.017585,5605,4.7107696e-06,0.0008221042,4.706896856526607e-06,6699,0.00180595732028809,4148.0,,False,,,doconexent-ethyl-ester
CCCC(=O)OCOC(=O)C(C)(C)C,pivanex,HDAC inhibitor,Phase 2,0.0948756306245451,0.0512043485345331,0.0900175857666122,5899,0.001163,0.001713,0.001161,4037,0.007179,0.000209,0.007178,6142,0.0018425041,0.00038400423,0.0018417965706318,4539,0.00227480970288525,3994.0,,False,0.008,3610.0,pivanex
O=C(NO)c1cccnc1,N-hydroxynicotinamide,,Preclinical,0.1049342737055904,0.1423825613632794,0.089993463040593,5900,0.000859,0.00703,0.000853,4269,0.026117,0.011811,0.025809,5208,0.0061064954,0.00082655053,0.0061014480729906,3578,0.0119139947731536,2292.0,,False,,,n-hydroxynicotinamide
Oc1cccc(Nc2ccc(Nc3cccc(O)c3)nn2)c1,beta-amyloid-synthesis-inhibitor,beta amyloid synthesis inhibitor,Preclinical,0.1027501464761794,0.125477578592831,0.0898573068962897,5901,0.003499,0.059925,0.00329,3307,0.247991,0.104732,0.222018,1259,0.0035752556,0.0021381646,0.0035676111150401,4026,0.00321799407150749,3728.0,,False,0.004,3985.0,beta-amyloid-synthesis-inhibitor
N#C/C(=C\c1ccc(O)c(O)c1)C(N)=O,tyrphostin-AG-99,tyrosine kinase inhibitor,Preclinical,0.1083292761821015,0.1709653926231475,0.0898087189470471,5902,0.063827,0.015363,0.062846,1514,0.12206,0.119943,0.107419,2767,0.11611273,0.0019270005,0.1158889807112336,1335,0.0028024580188859,3844.0,,False,,,tyrphostin-ag-99
N=C(Nc1ccccc1)Nc1ccccc1,diphenylguanidine,,Preclinical,0.1022150649583543,0.1214275824448987,0.089803336731013,5903,0.001594,0.014238,0.001572,3844,0.007846,0.022253,0.007671,6109,0.0001975309,0.0038142148,0.0001967774747177,5956,0.0161216139929592,1891.0,,False,0.056,883.0,diphenylguanidine
Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,lumiracoxib,cyclooxygenase inhibitor,Withdrawn,0.1189334425728642,0.245370886610795,0.0897506383210864,5904,0.021282,0.157182,0.017937,2228,0.251395,0.216433,0.196984,1514,0.9571925,0.054177694,0.9053340176359048,84,,,,,,,lumiracoxib
Cc1ccccc1OC[C@@H](O)CO,mephenesin,muscle relaxant,Launched,0.0922460686034462,0.0277782882707435,0.0896836307179369,5905,0.000568,0.005531,0.000565,4529,0.044864,0.002293,0.044761,4395,2.1830045e-05,0.0005305247,2.1818463621925387e-05,6582,,,,,,,mephenesin
S=c1nc[nH]c2nc[nH]c12,mercaptopurine,immunosuppressant|protein synthesis inhibitor|purine antagonist,Launched,0.0995249905770095,0.0992192901836644,0.0896501916564227,5906,0.053401,0.007375,0.053007,1605,0.004323,0.00327,0.004309,6342,0.007495444,0.0007567162,0.007489772076099,3398,,,,,,,mercaptopurine
O=C(O)Cc1ccc(-c2ccccc2)cc1,felbinac,cyclooxygenase inhibitor,Launched,0.1034023361324229,0.133132217409037,0.0896361538378388,5907,0.023059,0.014231,0.022731,2094,0.354407,0.013747,0.349535,628,0.0021620349,0.0016714368,0.0021584211953052,4414,,,,,,,felbinac
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,cholic-acid,bile acid,Launched,0.1028355164412098,0.1285842299141808,0.0896124907517897,5908,0.000828,0.014506,0.000816,4304,0.055484,0.004561,0.055231,4052,0.0024308942,0.0013007784,0.0024277321453319,4321,,,,,,,cholic-acid
c1ccc(CCNc2nc(-c3ccccc3)cs2)cc1,fanetizole,neutrophil superoxide production,Phase 3,0.1004465261745794,0.1091133686175739,0.0894864673377377,5909,0.011242,0.013541,0.01109,2519,0.031876,0.083566,0.029213,5061,0.00031527696,0.10165392,0.0002832278211303,5760,0.0104375017319398,2449.0,,False,,,fanetizole
c1cnc2c([O][Ga]([O]c3cccc4cccnc34)[O]c3cccc4cccnc34)cccc2c1,gallium-triquinolin-8-olate,,Phase 1,0.1054516298396083,0.1529710557586711,0.0893205826915708,5910,0.00528,0.004632,0.005256,2992,0.0149,0.02729,0.014493,5756,0.024011523,0.019116323,0.02355251097061,2470,0.15223078597337,207.0,,False,,,gallium-triquinolin-8-olate
